,temperature
2020-10-26 21:51:02+00:00,-18.5
2020-10-26 22:01:02+00:00,-18.9
2020-10-26 22:11:02+00:00,-18.9
2020-10-26 22:41:02+00:00,-18.9
2020-10-26 22:51:02+00:00,-15.0
2020-10-26 23:01:02+00:00,-11.2
2020-10-26 23:11:02+00:00,-9.9
2020-10-26 23:21:02+00:00,-14.6
2020-10-26 23:31:02+00:00,-15.9
2020-10-26 23:41:02+00:00,-16.5
2020-10-26 23:51:02+00:00,-17.1
2020-10-27 00:11:01+00:00,-17.9
2020-10-27 00:21:01+00:00,-18.0
2020-10-27 00:31:01+00:00,-18.5
2020-10-27 00:41:01+00:00,-18.9
2020-10-27 01:21:01+00:00,-19.5
2020-10-27 01:31:01+00:00,-19.4
2020-10-27 01:41:01+00:00,-19.8
2020-10-27 01:51:01+00:00,-19.7
2020-10-27 02:01:02+00:00,-20.0
2020-10-27 02:21:02+00:00,-20.4
2020-10-27 02:31:02+00:00,-20.4
2020-10-27 02:41:02+00:00,-20.7
2020-10-27 02:51:02+00:00,-20.8
2020-10-27 03:01:02+00:00,-20.9
2020-10-27 03:11:02+00:00,-20.9
2020-10-27 03:21:02+00:00,-21.2
2020-10-27 04:01:02+00:00,-21.7
2020-10-27 04:11:02+00:00,-21.9
2020-10-27 04:21:02+00:00,-21.9
2020-10-27 04:31:02+00:00,-22.1
2020-10-27 04:41:02+00:00,-20.1
2020-10-27 04:51:02+00:00,-15.8
2020-10-27 05:01:02+00:00,-12.0
2020-10-27 05:11:02+00:00,-13.0
2020-10-27 05:21:02+00:00,-16.6
2020-10-27 05:31:02+00:00,-17.5
2020-10-27 05:41:02+00:00,-18.5
2020-10-27 06:01:01+00:00,-19.4
2020-10-27 06:11:01+00:00,-19.7
2020-10-27 06:31:01+00:00,-20.1
2020-10-27 06:41:01+00:00,-20.4
2020-10-27 06:51:01+00:00,-20.6
2020-10-27 07:01:02+00:00,-21.0
2020-10-27 07:11:01+00:00,-21.2
2020-10-27 07:21:01+00:00,-20.5
2020-10-27 07:31:01+00:00,-20.8
2020-10-27 07:41:01+00:00,-21.2
2020-10-27 07:51:01+00:00,-20.6
2020-10-27 08:01:03+00:00,-21.0
2020-10-27 08:11:02+00:00,-20.7
2020-10-27 08:21:02+00:00,-21.1
2020-10-27 08:31:02+00:00,-21.2
2020-10-27 08:41:02+00:00,-20.0
2020-10-27 08:51:02+00:00,-21.0
2020-10-27 09:01:02+00:00,-20.8
2020-10-27 09:11:02+00:00,-21.0
2020-10-27 09:21:02+00:00,-21.1
2020-10-27 09:31:02+00:00,-20.7
2020-10-27 09:41:02+00:00,-21.2
2020-10-27 09:51:02+00:00,-20.7
2020-10-27 10:01:02+00:00,-21.3
2020-10-27 10:11:02+00:00,-20.8
2020-10-27 10:21:02+00:00,-21.3
2020-10-27 10:31:02+00:00,-20.6
2020-10-27 10:41:02+00:00,-21.0
2020-10-27 10:51:02+00:00,-16.5
2020-10-27 11:01:02+00:00,-12.8
2020-10-27 11:11:02+00:00,-12.3
2020-10-27 11:21:02+00:00,-16.8
2020-10-27 11:31:02+00:00,-18.4
2020-10-27 11:41:02+00:00,-19.0
2020-10-27 11:51:02+00:00,-18.9
2020-10-27 12:01:02+00:00,-8.2
2020-10-27 12:11:02+00:00,-12.6
2020-10-27 12:21:02+00:00,-15.0
2020-10-27 12:31:02+00:00,-16.5
2020-10-27 12:41:02+00:00,-17.2
2020-10-27 12:51:01+00:00,-18.0
2020-10-27 13:01:01+00:00,-18.5
2020-10-27 13:11:01+00:00,-19.0
2020-10-27 13:21:01+00:00,-19.2
2020-10-27 13:31:01+00:00,-19.8
2020-10-27 13:41:01+00:00,-19.9
2020-10-27 13:51:02+00:00,-19.5
2020-10-27 14:01:01+00:00,-19.8
2020-10-27 14:11:01+00:00,-20.0
2020-10-27 14:21:01+00:00,-20.1
2020-10-27 14:31:01+00:00,-20.5
2020-10-27 14:41:01+00:00,-19.7
2020-10-27 14:51:01+00:00,-19.4
2020-10-27 15:01:02+00:00,-19.5
2020-10-27 15:11:03+00:00,-18.8
2020-10-27 15:21:02+00:00,-18.4
2020-10-27 15:31:02+00:00,-20.1
2020-10-27 15:41:02+00:00,-20.5
2020-10-27 15:51:02+00:00,-20.3
2020-10-27 16:01:02+00:00,-20.6
2020-10-27 16:11:02+00:00,-20.6
2020-10-27 16:21:02+00:00,-20.5
2020-10-27 16:31:02+00:00,-20.6
2020-10-27 16:41:02+00:00,-18.9
2020-10-27 16:51:02+00:00,-15.0
2020-10-27 17:01:02+00:00,-11.5
2020-10-27 17:11:02+00:00,-8.8
2020-10-27 17:21:02+00:00,-14.3
2020-10-27 17:31:02+00:00,-15.6
2020-10-27 17:41:02+00:00,-16.4
2020-10-27 17:51:02+00:00,-16.5
2020-10-27 18:01:02+00:00,-16.8
2020-10-27 18:11:02+00:00,-17.2
2020-10-27 18:21:02+00:00,-17.2
2020-10-27 18:31:02+00:00,-17.3
2020-10-27 18:41:02+00:00,-17.4
2020-10-27 18:51:02+00:00,-17.6
2020-10-27 19:01:02+00:00,-17.6
2020-10-27 19:11:02+00:00,-17.7
2020-10-27 19:21:02+00:00,-17.8
2020-10-27 19:31:02+00:00,-17.9
2020-10-27 19:41:02+00:00,-17.9
2020-10-27 19:51:02+00:00,-17.9
2020-10-27 20:01:02+00:00,-17.9
2020-10-27 20:11:02+00:00,-18.0
2020-10-27 20:21:02+00:00,-18.1
2020-10-27 20:31:02+00:00,-18.1
2020-10-27 20:41:02+00:00,-18.1
2020-10-27 20:51:02+00:00,-18.1
2020-10-27 21:01:02+00:00,-18.2
2020-10-27 21:11:01+00:00,-18.1
2020-10-27 21:21:01+00:00,-18.2
2020-10-27 21:31:01+00:00,-18.1
2020-10-27 21:41:01+00:00,-18.3
2020-10-27 21:51:01+00:00,-18.3
2020-10-27 22:01:01+00:00,-18.4
2020-10-27 22:11:01+00:00,-18.3
2020-10-27 22:21:01+00:00,-18.4
2020-10-27 22:31:01+00:00,-18.1
2020-10-27 22:41:01+00:00,-17.9
2020-10-27 22:51:01+00:00,-13.8
2020-10-27 23:01:01+00:00,-10.0
2020-10-27 23:11:01+00:00,-10.6
2020-10-27 23:21:01+00:00,-14.1
2020-10-27 23:31:01+00:00,-15.1
2020-10-27 23:41:01+00:00,-15.7
2020-10-27 23:51:01+00:00,-16.0
2020-10-28 00:01:02+00:00,-16.3
2020-10-28 00:11:02+00:00,-16.7
2020-10-28 00:21:02+00:00,-16.8
2020-10-28 00:31:02+00:00,-17.1
2020-10-28 00:41:02+00:00,-17.2
2020-10-28 00:51:02+00:00,-17.4
2020-10-28 01:01:02+00:00,-17.4
2020-10-28 01:11:02+00:00,-17.7
2020-10-28 01:21:02+00:00,-17.8
2020-10-28 01:31:02+00:00,-17.9
2020-10-28 01:41:02+00:00,-18.1
2020-10-28 01:51:02+00:00,-18.3
2020-10-28 02:01:02+00:00,-18.4
2020-10-28 02:11:02+00:00,-18.5
2020-10-28 02:21:02+00:00,-18.6
2020-10-28 02:31:02+00:00,-18.8
2020-10-28 02:41:02+00:00,-18.8
2020-10-28 02:51:01+00:00,-18.9
2020-10-28 03:01:01+00:00,-19.0
2020-10-28 03:11:01+00:00,-19.2
2020-10-28 03:21:01+00:00,-19.3
2020-10-28 03:31:01+00:00,-19.5
2020-10-28 03:41:01+00:00,-19.6
2020-10-28 03:51:01+00:00,-19.7
